date,order,unit,qty
1514025248067,ask,18328000,0.60020000
1514025248067,ask,18339000,0.12000000
1514025248067,bid,18297000,1.00000000
1514025248067,bid,18291000,4.01910000
1514025248067,bid,18290000,0.50000000
1514025248067,bid,18287000,0.01150000
1514025248067,bid,18284000,0.24070000
1514025248067,bid,18282000,2.29983513
1514025248067,bid,18270000,0.02770000
1514025249111,ask,18317000,0.04400000
1514025249111,ask,18318000,0.09700000
1514025249111,ask,18320000,0.04304733
1514025249111,ask,18323000,0.07790000
1514025249111,ask,18324000,0.18050000
1514025249111,ask,18328000,0.60020000
1514025249111,ask,18339000,0.12000000
1514025249111,bid,18297000,1.00000000
1514025249111,bid,18291000,4.01910000
1514025249111,bid,18290000,0.50000000
1514025249111,bid,18287000,0.01150000
1514025249111,bid,18284000,0.24070000
1514025249111,bid,18282000,2.29983513
1514025249111,bid,18270000,0.02770000
1514025250136,ask,18317000,0.04400000
1514025250136,ask,18318000,0.09700000
1514025250136,ask,18320000,0.04304733
1514025250136,ask,18323000,0.07790000
1514025250136,ask,18324000,0.18050000
1514025250136,ask,18328000,0.60020000
1514025250136,ask,18339000,0.12000000
1514025250136,bid,18297000,1.00000000
1514025250136,bid,18291000,4.01910000
1514025250136,bid,18290000,0.50000000
1514025250136,bid,18287000,0.01150000
1514025250136,bid,18284000,0.24070000
1514025250136,bid,18282000,2.29983513
1514025250136,bid,18270000,0.02770000
1514025251369,ask,18317000,0.04400000
1514025251369,ask,18324000,0.09714855
1514025251369,ask,18328000,0.60020000
1514025251369,ask,18338000,0.46260000
1514025251369,ask,18339000,0.12000000
1514025251369,ask,18340000,0.04408659
1514025251369,ask,18341000,0.45720000
1514025251369,bid,18297000,1.00000000
1514025251369,bid,18292000,0.30000000
1514025251369,bid,18291000,4.01910000
1514025251369,bid,18290000,0.50000000
1514025251369,bid,18287000,0.01150000
1514025251369,bid,18284000,0.24070000
1514025251369,bid,18282000,2.29983513
1514025252285,ask,18324000,0.09714855
1514025252285,ask,18328000,0.60020000
1514025252285,ask,18339000,0.12000000
1514025252285,ask,18340000,0.04408659
1514025252285,ask,18341000,0.45720000
1514025252285,ask,18348000,0.01710000
1514025252285,ask,18350000,0.01190000
1514025252285,bid,18318000,0.23850000
1514025252285,bid,18297000,0.99080000
1514025252285,bid,18292000,0.30000000
1514025252285,bid,18291000,4.01910000
1514025252285,bid,18290000,0.50000000
1514025252285,bid,18287000,0.01150000
1514025252285,bid,18284000,0.24070000
1514025253311,ask,18324000,0.09714855
1514025253311,ask,18328000,0.60020000
1514025253311,ask,18339000,0.12000000
1514025253311,ask,18340000,0.04408659
1514025253311,ask,18341000,0.45720000
1514025253311,ask,18348000,0.01710000
1514025253311,ask,18350000,0.01190000
1514025253311,bid,18318000,0.23850000
1514025253311,bid,18297000,0.99080000
1514025253311,bid,18292000,0.30000000
1514025253311,bid,18291000,4.01910000
1514025253311,bid,18290000,0.50000000
1514025253311,bid,18287000,0.01150000
1514025253311,bid,18284000,0.24070000
1514025254436,ask,18324000,0.09714855
1514025254436,ask,18328000,0.60020000
1514025254436,ask,18340000,0.04408659
1514025254436,ask,18341000,0.45720000
1514025254436,ask,18348000,0.01710000
1514025254436,ask,18350000,0.01190000
1514025254436,ask,18355000,0.00100000
1514025254436,bid,18318000,0.22190000
1514025254436,bid,18297000,0.99080000
1514025254436,bid,18292000,0.30000000
1514025254436,bid,18291000,4.01910000
1514025254436,bid,18290000,0.50000000
1514025254436,bid,18287000,0.01150000
1514025254436,bid,18284000,0.24070000
1514025255463,ask,18324000,0.09714855
1514025255463,ask,18328000,0.60020000
1514025255463,ask,18340000,0.04408659
1514025255463,ask,18341000,0.45720000
1514025255463,ask,18348000,0.01710000
1514025255463,ask,18350000,0.01190000
1514025255463,ask,18355000,0.00100000
1514025255463,bid,18318000,0.17120000
1514025255463,bid,18297000,0.99080000
1514025255463,bid,18292000,0.30000000
1514025255463,bid,18291000,4.01910000
1514025255463,bid,18290000,0.50000000
1514025255463,bid,18287000,0.01150000
1514025255463,bid,18284000,0.24070000
1514025256484,ask,18324000,0.09714855
1514025256484,ask,18328000,0.60020000
1514025256484,ask,18340000,0.04408659
1514025256484,ask,18341000,0.45720000
1514025256484,ask,18348000,0.01710000
1514025256484,ask,18350000,0.01190000
1514025256484,ask,18355000,0.00100000
1514025256484,bid,18318000,0.17120000
1514025256484,bid,18297000,0.99080000
1514025256484,bid,18292000,0.30000000
1514025256484,bid,18291000,4.01910000
1514025256484,bid,18290000,0.50000000
1514025256484,bid,18287000,0.01150000
1514025256484,bid,18284000,0.24070000
1514025258635,ask,18324000,0.09714855
1514025258635,ask,18328000,0.60020000
1514025258635,ask,18340000,0.04408659
1514025258635,ask,18341000,0.45720000
1514025258635,ask,18348000,0.01710000
1514025258635,ask,18350000,0.08600000
1514025258635,ask,18355000,0.00100000
1514025258635,bid,18318000,0.90770000
1514025258635,bid,18297000,0.99080000
1514025258635,bid,18293000,1.98710000
1514025258635,bid,18292000,0.30000000
1514025258635,bid,18291000,4.01910000
1514025258635,bid,18290000,0.50000000
1514025258635,bid,18287000,0.01150000
1514025259659,ask,18324000,0.09714855
1514025259659,ask,18328000,0.60020000
1514025259659,ask,18340000,0.04408659
1514025259659,ask,18341000,0.45720000
1514025259659,ask,18348000,0.01710000
1514025259659,ask,18350000,0.08600000
1514025259659,ask,18355000,0.00100000
1514025259659,bid,18318000,0.90770000
1514025259659,bid,18297000,0.99080000
1514025259659,bid,18293000,1.98710000
1514025259659,bid,18292000,0.30000000
1514025259659,bid,18291000,4.01910000
1514025259659,bid,18290000,0.50000000
1514025259659,bid,18287000,0.01150000
1514025260785,ask,18324000,0.09714855
1514025260785,ask,18328000,0.60020000
1514025260785,ask,18340000,0.04408659
1514025260785,ask,18341000,0.45720000
1514025260785,ask,18348000,0.01710000
1514025260785,ask,18350000,0.08600000
1514025260785,ask,18355000,0.00100000
1514025260785,bid,18318000,0.90770000
1514025260785,bid,18297000,0.99080000
1514025260785,bid,18293000,1.98710000
1514025260785,bid,18292000,0.30000000
1514025260785,bid,18291000,4.01910000
1514025260785,bid,18290000,0.50000000
1514025260785,bid,18287000,0.01150000
1514025261812,ask,18324000,0.09714855
1514025261812,ask,18328000,0.60020000
1514025261812,ask,18340000,0.04408659
1514025261812,ask,18341000,0.45720000
1514025261812,ask,18348000,0.01710000
1514025261812,ask,18350000,0.08600000
1514025261812,ask,18355000,0.00100000
1514025261812,bid,18318000,0.90770000
1514025261812,bid,18298000,0.18730000
1514025261812,bid,18297000,0.99080000
1514025261812,bid,18293000,1.98710000
1514025261812,bid,18292000,0.30000000
1514025261812,bid,18291000,4.01910000
1514025261812,bid,18290000,0.50000000
1514025262834,ask,18324000,0.09714855
1514025262834,ask,18328000,0.60020000
1514025262834,ask,18340000,0.04408659
1514025262834,ask,18341000,0.45720000
1514025262834,ask,18348000,0.01710000
1514025262834,ask,18350000,0.08600000
1514025262834,ask,18355000,0.00100000
1514025262834,bid,18318000,0.90770000
1514025262834,bid,18298000,0.18730000
1514025262834,bid,18297000,0.99080000
1514025262834,bid,18293000,1.98710000
1514025262834,bid,18292000,0.30000000
1514025262834,bid,18291000,4.01910000
1514025262834,bid,18290000,0.50000000
1514025263857,ask,18324000,0.09714855
1514025263857,ask,18328000,0.60020000
1514025263857,ask,18340000,0.04408659
1514025263857,ask,18341000,0.45720000
1514025263857,ask,18348000,0.01710000
1514025263857,ask,18350000,0.08600000
1514025263857,ask,18355000,0.00100000
1514025263857,bid,18318000,0.73650000
1514025263857,bid,18298000,0.18730000
1514025263857,bid,18297000,0.99080000
1514025263857,bid,18293000,1.98710000
1514025263857,bid,18292000,0.30000000
1514025263857,bid,18291000,4.01910000
1514025263857,bid,18290000,0.50100000
1514025264826,ask,18324000,0.09714855
1514025264826,ask,18328000,0.60020000
1514025264826,ask,18340000,0.04408659
1514025264826,ask,18341000,0.45720000
1514025264826,ask,18348000,0.01710000
1514025264826,ask,18350000,0.08600000
1514025264826,ask,18355000,0.00100000
1514025264826,bid,18318000,0.73650000
1514025264826,bid,18298000,0.18730000
1514025264826,bid,18297000,0.99080000
1514025264826,bid,18293000,1.98710000
1514025264826,bid,18292000,0.30000000
1514025264826,bid,18291000,4.01910000
1514025264826,bid,18290000,0.50100000
1514025265944,ask,18324000,0.09714855
1514025265944,ask,18328000,0.60020000
1514025265944,ask,18340000,0.04408659
1514025265944,ask,18341000,0.45720000
1514025265944,ask,18348000,0.01710000
1514025265944,ask,18350000,0.98600000
1514025265944,ask,18355000,0.00100000
1514025265944,bid,18318000,0.73650000
1514025265944,bid,18298000,0.18730000
1514025265944,bid,18297000,0.99080000
1514025265944,bid,18292000,0.30000000
1514025265944,bid,18291000,4.01910000
1514025265944,bid,18290000,0.50100000
1514025265944,bid,18287000,0.01150000
1514025267005,ask,18324000,0.09714855
1514025267005,ask,18328000,0.60020000
1514025267005,ask,18340000,0.04408659
1514025267005,ask,18341000,0.45720000
1514025267005,ask,18348000,0.01710000
1514025267005,ask,18350000,0.98600000
1514025267005,ask,18355000,0.00100000
1514025267005,bid,18318000,0.73650000
1514025267005,bid,18298000,0.18730000
1514025267005,bid,18297000,0.99080000
1514025267005,bid,18292000,0.30000000
1514025267005,bid,18291000,4.01910000
1514025267005,bid,18290000,0.50100000
1514025267005,bid,18287000,0.01150000
1514025268047,ask,18324000,0.09714855
1514025268047,ask,18328000,0.60020000
1514025268047,ask,18340000,0.04408659
1514025268047,ask,18341000,0.45720000
1514025268047,ask,18348000,0.01710000
1514025268047,ask,18350000,0.98600000
1514025268047,ask,18355000,0.00100000
1514025268047,bid,18318000,0.73650000
1514025268047,bid,18298000,0.18730000
1514025268047,bid,18297000,0.99080000
1514025268047,bid,18292000,0.30000000
1514025268047,bid,18291000,4.01910000
1514025268047,bid,18290000,0.50100000
1514025268047,bid,18287000,0.01150000
1514025269096,ask,18324000,0.09714855
1514025269096,ask,18328000,0.60020000
1514025269096,ask,18340000,0.04408659
1514025269096,ask,18341000,0.45720000
1514025269096,ask,18348000,0.01710000
1514025269096,ask,18350000,0.98600000
1514025269096,ask,18355000,0.00100000
1514025269096,bid,18318000,0.73650000
1514025269096,bid,18297000,0.99080000
1514025269096,bid,18292000,0.30000000
