date,order,unit,qty
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023299000,bid,18650000,0.002
1514023299000,bid,18650000,0.3
1514023299000,bid,18650000,0.03
1514023299000,bid,18650000,0.8
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023299000,bid,18650000,0.002
1514023299000,bid,18650000,0.3
1514023299000,bid,18650000,0.03
1514023299000,bid,18650000,0.8
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023299000,bid,18650000,0.002
1514023299000,bid,18650000,0.3
1514023299000,bid,18650000,0.03
1514023299000,bid,18650000,0.8
1514023303000,bid,18687000,0.00121876
1514023303000,bid,18681000,0.002
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023299000,bid,18650000,0.002
1514023299000,bid,18650000,0.3
1514023304000,bid,18687000,0.00060641
1514023304000,bid,18687000,0.07868124
1514023303000,bid,18687000,0.00121876
1514023303000,bid,18681000,0.002
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023304000,bid,18687000,0.00060641
1514023304000,bid,18687000,0.07868124
1514023303000,bid,18687000,0.00121876
1514023303000,bid,18681000,0.002
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
1514023300000,bid,18678000,0.0569
1514023299000,bid,18677000,0.03
1514023299000,bid,18650000,0.01
1514023299000,bid,18650000,0.005
1514023304000,bid,18687000,0.00060641
1514023304000,bid,18687000,0.07868124
1514023303000,bid,18687000,0.00121876
1514023303000,bid,18681000,0.002
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.9
1514023300000,bid,18680000,0.1
1514023300000,bid,18680000,0.0125
1514023300000,bid,18679000,0.0536
1514023300000,bid,18678000,0.01
