name,url,url-href,price_min,price_max,screen_size_cm,chipset,series,cpu,operating_system,ssd,memory,resolution,cpu_speed,memory_type
"한성컴퓨터 A36X FORCERECON 4457S2E","한성컴퓨터 A36X FORCERECON 4457S2E","http://shopping.naver.com/detail/detail.nhn?nv_mid=8882236003&cat_id=50000151&frm=NVSHCHK&query=","649,000","690,420","33.78","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 250GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북3 NT300E5K-L24W","삼성전자 노트북3 NT300E5K-L24W","http://shopping.naver.com/detail/detail.nhn?nv_mid=10035753294&cat_id=50000151&frm=NVSHCHK&query=","567,270","1,461,000","39.6","인텔","펜티엄 듀얼-코어","CPU : 3825U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.9GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5L-K78S","삼성전자 노트북9 metal NT900X5L-K78S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9273915678&cat_id=50000151&frm=NVSHCHK&query=","1,584,600","2,104,710","38.1","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"엘지전자 울트라 PC 그램 14Z950-GT30K","엘지전자 울트라 PC 그램 14Z950-GT30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=8200617053&cat_id=50000151&frm=NVSHCHK&query=","1,114,080","1,814,780","35.56","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"레노버 아이디어패드 310-15 Kaby Classic","레노버 아이디어패드 310-15 Kaby Classic","http://shopping.naver.com/detail/detail.nhn?nv_mid=10470827874&cat_id=50000151&frm=NVSHCHK&query=","577,800","690,430","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 Always NT900X3N-K38S","삼성전자 노트북9 Always NT900X3N-K38S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10829108409&cat_id=50000151&frm=NVSHCHK&query=","1,269,000","1,625,610","33.7","인텔","코어 i3","CPU : i3-7100U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR4"
"기가바이트 P55W V6 Dual Win10","기가바이트 P55W V6 Dual Win10","http://shopping.naver.com/detail/detail.nhn?nv_mid=10285761741&cat_id=50000151&frm=NVSHCHK&query=","1,783,900","1,976,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"엘지전자 그램 PC 15ZD960-GX56K","엘지전자 그램 PC 15ZD960-GX56K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10149307869&cat_id=50000151&frm=NVSHCHK&query=","1,278,470","1,801,900","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"엘지전자 올데이 그램 15ZD970-GX7SK","엘지전자 올데이 그램 15ZD970-GX7SK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10828809708&cat_id=50000151&frm=NVSHCHK&query=","1,669,000","null","39.6","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5L-Y57S","삼성전자 노트북5 NT500R5L-Y57S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9322334596&cat_id=50000151&frm=NVSHCHK&query=","1,132,910","2,142,800","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북2 NT270E5Q-KD5S","삼성전자 노트북2 NT270E5Q-KD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9035108542&cat_id=50000151&frm=NVSHCHK&query=","598,900","1,049,000","39.6","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.2GHz","메모리 타입 : LPDDR3"
"애플 맥북에어 MJVM2KH/A","애플 맥북에어 MJVM2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=8549577378&cat_id=50000151&frm=NVSHCHK&query=","1,009,790","3,896,000","29.46","인텔","코어 i5","null","운영체제 : Mac OS X Mavericks","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3"
"엘지전자 울트라 PC 15U560-TA56K","엘지전자 울트라 PC 15U560-TA56K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9344992651&cat_id=50000151&frm=NVSHCHK&query=","985,060","1,399,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"LG전자 울트라PC 14U360-EU1CK - LG 울트라 노트북 14U360-EU1CK","LG전자 울트라PC 14U360-EU1CK - LG 울트라 노트북 14U360-EU1CK","http://cr2.shopping.naver.com/adcrNoti.nhn?x=%2B8u3qLpeX7zzKJezen%2Bf3P%2F%2F%2Fw%3D%3DsyESHHrgDc5LfPgrWSK%2BYSw31EedmiHUDzOn2Gm%2BGRUcKnsAQ98AmXT2BCKQN3VrNgiJSoVocQPYCEVBHdxDxJZ%2FHcV%2B6Tbk17GNJr3Qxjfi26tiZyx6fbNAXUGTT1E7JGN9IZhvvNx5g5xov3063s7qQPwNBvzW4bVPd2td2kykvwrK3x4u8XZpimV%2FfH4MG0cAY8VOuDK3D4Ql%2F92xDSHmvquUi12TGNcfSf3d7zyxdeo1sBFbVT5GDMIK9Yc4xgWyWSDJyddy8W33XaOgCBLtN7WT3YMDZAkC6DkXxJpgb8swcQlcgrZRqsCZJ99GTrnyDCqMgjLopTaFWuPyZ%2BD6Cbh%2Fz1k1GobIDKcvHKaga7%2BrQ8x1movZ%2BGr6UfXj4XjiCU346GR%2BmS81a82SRLoJE4WWsspx0hMBhHj5bnuY%2Fsu3gRcw9Eel%2FeF5aO9x6HbucLA%2FwMqX%2BBlN2RZBiLwL%2BXl8dH3YDwgT9uIl6AYm%2FqRQ3H4V7%2BmYJBkAkNjUu6CYKxvr2ecYVlAOwR%2BS5uuRurOxaliaeotArphyszAEmQDJA4MoWOFl066S6gczIbEOlnDX5GPitxDDd%2BwUneogoHrfyjV2UMv86SsCoO8gZDwGr5ntySTaGQNNm67tt&nv_mid=10688719581&cat_id=50000151","389,000","null","null","null","null","null","null","null","null","null","null","null"
"한성컴퓨터 XH56 BossMonster Hero6100","한성컴퓨터 XH56 BossMonster Hero6100","http://shopping.naver.com/detail/detail.nhn?nv_mid=10081562706&cat_id=50000151&frm=NVSHCHK&query=","675,680","736,000","39.62","인텔","코어 i3","CPU : i3-6100","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 3.7GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5P-YD5S","삼성전자 노트북5 NT500R5P-YD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9572894423&cat_id=50000151&frm=NVSHCHK&query=","857,000","1,139,580","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"삼성전자 아티브 NT270E5J-KSAM","삼성전자 아티브 NT270E5J-KSAM","http://shopping.naver.com/detail/detail.nhn?nv_mid=7918502851&cat_id=50000151&frm=NVSHCHK&query=","547,000","970,010","39.6","인텔","펜티엄","CPU : 3558U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.7GHz","메모리 타입 : DDR3L"
"한성컴퓨터 B45 ForceRecon 3600S","한성컴퓨터 B45 ForceRecon 3600S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9197247465&cat_id=50000151&frm=NVSHCHK&query=","279,000","296,800","35.56","인텔","셀러론","CPU : N3050","운영체제 : 미포함","SSD : 120GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"엘지전자 탭북 11T750-GT58K","엘지전자 탭북 11T750-GT58K","http://shopping.naver.com/detail/detail.nhn?nv_mid=8794681688&cat_id=50000151&frm=NVSHCHK&query=","1,100,000","2,161,890","29.4","인텔","코어 i5","CPU : i5-5200U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"삼성전자 노트북3 NT300E5K-K34S","삼성전자 노트북3 NT300E5K-K34S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10279838797&cat_id=50000151&frm=NVSHCHK&query=","629,000","1,461,000","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT550R5L-Z77S","삼성전자 노트북5 NT550R5L-Z77S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9864268501&cat_id=50000151&frm=NVSHCHK&query=","1,377,340","2,037,000","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"기가바이트 판타소스 P17F V5 7S11TFN10","기가바이트 판타소스 P17F V5 7S11TFN10","http://shopping.naver.com/detail/detail.nhn?nv_mid=9239156019&cat_id=50000151&frm=NVSHCHK&query=","1,236,760","1,342,000","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"한성컴퓨터 U36C ForceRecon 4307SE","한성컴퓨터 U36C ForceRecon 4307SE","http://shopping.naver.com/detail/detail.nhn?nv_mid=10028019159&cat_id=50000151&frm=NVSHCHK&query=","319,000","339,360","33.78","인텔","셀러론 듀얼코어","CPU : 3855U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5L-Z57WS","삼성전자 노트북5 NT500R5L-Z57WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=10173923635&cat_id=50000151&frm=NVSHCHK&query=","1,143,330","1,499,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"애플 맥북프로 MLH42KH/A","애플 맥북프로 MLH42KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=10583311850&cat_id=50000151&frm=NVSHCHK&query=","3,205,940","4,675,200","39.11","인텔","코어 i7","CPU : i7-6820HQ(스카이레이크)","운영체제 : MAC OS","SSD : 512GB","메모리 용량 : 16GB","해상도 : 2880x1800","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"HP 15-AY008TU","HP 15-AY008TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=10035684816&cat_id=50000151&frm=NVSHCHK&query=","499,000","645,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"에이서 ASPIRE ES1-533 COCOA","에이서 ASPIRE ES1-533 COCOA","http://shopping.naver.com/detail/detail.nhn?nv_mid=10447957451&cat_id=50000151&frm=NVSHCHK&query=","439,990","523,400","39.62","인텔","셀러론 듀얼코어","CPU : N3350","운영체제 : 리눅스","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15ZD960-LX10K","엘지전자 그램 PC 15ZD960-LX10K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10349086872&cat_id=50000151&frm=NVSHCHK&query=","828,000","919,800","39.6","인텔","펜티엄","CPU : 4405U","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : DDR3L"
"HP 파빌리온 15-AU194TX","HP 파빌리온 15-AU194TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=10470357532&cat_id=50000151&frm=NVSHCHK&query=","925,000","1,063,990","39.62","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 윈도우10","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 올데이 그램 15Z970-GA75K","엘지전자 올데이 그램 15Z970-GA75K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10856403951&cat_id=50000151&frm=NVSHCHK&query=","1,988,000","2,093,220","39.6","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","null","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"[가성비 으뜸] LG i5 XNOTE S525 S550 SSD","[가성비 으뜸] LG i5 XNOTE S525 S550 SSD","http://cr2.shopping.naver.com/adcrNoti.nhn?x=vuTDlyr7k0hp4vGPVD7mmf%2F%2F%2Fw%3D%3DsQyHUDkd5BmzYvFelygGwra1g%2FGd2Q7WlhYrXq7SE47l1lgZxSG0BcX3Fm2B%2B4nUQ5TvGGeRr1u%2B2P3X%2Fbqou%2Bvd33oToqADwyD%2FAI3JMLXww7A%2F6ksXlmhEOd0iNcwd5LzZWiNFtfpJz3V6FQ26unTpAzsrCIkFLfQB%2FLki8ZmF7r9QTOnXzrvcGp4Bh%2F2s1926Iw%2B%2B%2BX0sg4B%2FbwFL9V4mYGzzCP%2FPRonVS%2FjSYvspnPKCnJxzndlhLYR2Ia7vAn%2BQZt8PYMuWY3EdIl2vOLfjVvVO99DI1ruFyJb6vcmFlmJBw1iNeZR4AyS60mkLtRPmC4FJW0AsQqsWxedKs2kD%2BhhiJy%2BeDJvd2vJjkI8ZUUWFZDVHus3oXuWV63YcBqIdJUreNR812KvnN0PXoRkN%2BNi7IRAZS0NuWQm1Sl3pW9RT4nhym9xt0VeSqUPfj6CUuKVJkgk4yB5qGT42%2F3S0VJzFzlxzucO%2FNAGhs5T9rpWoCSxVpPNuIElwobFr8KSqAKiXGP5nBSbyAHdw6tOeAljka2%2BZR%2BIk4ecNmH%2Bvbo6madc8GhFw%2BWd%2BOm5C%2F4fIUZdXWqV6MuuOMRpjnOQ%3D%3D&nv_mid=10623168457&cat_id=50000151","357,930","null","null","null","null","null","null","null","null","null","null","null"
"레노버 YOGA Book W","레노버 YOGA Book W","http://shopping.naver.com/detail/detail.nhn?nv_mid=10624121279&cat_id=50000151&frm=NVSHCHK&query=","699,000","899,000","25.6","인텔","아톰 x5","CPU : X5-Z8550","운영체제 : 윈도우10","null","메모리 용량 : 4GB","해상도 : 1920x1200","CPU속도 : 1.44GHz","메모리 타입 : LPDDR3"
"에이서 ASPIRE E5-575G AWP","에이서 ASPIRE E5-575G AWP","http://shopping.naver.com/detail/detail.nhn?nv_mid=10348896935&cat_id=50000151&frm=NVSHCHK&query=","599,000","647,710","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 리눅스","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"HP 250 G5-Y1T32PA","HP 250 G5-Y1T32PA","http://shopping.naver.com/detail/detail.nhn?nv_mid=10100788638&cat_id=50000151&frm=NVSHCHK&query=","528,900","858,510","39.62","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"애플 맥북프로 MJLT2KH/A","애플 맥북프로 MJLT2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=8567115611&cat_id=50000151&frm=NVSHCHK&query=","2,680,400","5,000,000","39.11","인텔","코어 i7","null","운영체제 : Mac OS X Yosemite","SSD : 512GB","메모리 용량 : 16GB","해상도 : 2880x1800","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X3M-K58S","삼성전자 노트북9 metal NT900X3M-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10250450237&cat_id=50000151&frm=NVSHCHK&query=","1,290,300","1,655,800","33.7","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북5 NT500R5H-L55S SSD 128GB","삼성전자 노트북5 NT500R5H-L55S SSD 128GB","http://shopping.naver.com/detail/detail.nhn?nv_mid=8808089882&cat_id=50000151&frm=NVSHCHK&query=","910,270","10,479,670","39.6","인텔","코어 i5","CPU : i5-5200U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : DDR3"
"엘지전자 그램 PC 15ZD960-GX70K","엘지전자 그램 PC 15ZD960-GX70K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9278704864&cat_id=50000151&frm=NVSHCHK&query=","1,367,180","1,896,700","39.62","인텔","코어 i5","CPU : i7-6500U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD560-GX50K","엘지전자 울트라 PC 15UD560-GX50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9334542023&cat_id=50000151&frm=NVSHCHK&query=","789,900","1,239,900","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X3M-K78L","삼성전자 노트북9 metal NT900X3M-K78L","http://shopping.naver.com/detail/detail.nhn?nv_mid=10284395491&cat_id=50000151&frm=NVSHCHK&query=","1,359,340","1,990,000","33.7","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"HP 17-x001TU","HP 17-x001TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=10046874532&cat_id=50000151&frm=NVSHCHK&query=","516,000","622,370","43.18","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3"
"레노버 아이디어패드 110-15ISK Academy 80UD00Q6KR","레노버 아이디어패드 110-15ISK Academy 80UD00Q6KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=10810326620&cat_id=50000151&frm=NVSHCHK&query=","419,000","477,420","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","null","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5L-Z57S","삼성전자 노트북5 NT500R5L-Z57S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9777089665&cat_id=50000151&frm=NVSHCHK&query=","1,149,000","1,751,590","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"한성컴퓨터 U36C Forcerecon 4357SE","한성컴퓨터 U36C Forcerecon 4357SE","http://shopping.naver.com/detail/detail.nhn?nv_mid=9632886828&cat_id=50000151&frm=NVSHCHK&query=","479,000","630,000","13.3","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"HP 파빌리온 15-AU006TU","HP 파빌리온 15-AU006TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=10047227404&cat_id=50000151&frm=NVSHCHK&query=","519,000","665,920","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"레노버 100-15 80QQ000PKR","레노버 100-15 80QQ000PKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=8846032029&cat_id=50000151&frm=NVSHCHK&query=","429,000","573,400","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 Lite NT910S3L-K24S","삼성전자 노트북9 Lite NT910S3L-K24S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9262853923&cat_id=50000151&frm=NVSHCHK&query=","679,000","2,045,400","33.7","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"한성컴퓨터 XF56 BossMonster Lv.61SEH","한성컴퓨터 XF56 BossMonster Lv.61SEH","http://shopping.naver.com/detail/detail.nhn?nv_mid=9228181388&cat_id=50000151&frm=NVSHCHK&query=","790,110","890,070","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","SSD : 120GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"에이수스 A556UQ-DM697D","에이수스 A556UQ-DM697D","http://shopping.naver.com/detail/detail.nhn?nv_mid=10405619148&cat_id=50000151&frm=NVSHCHK&query=","908,000","1,029,000","39.62","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 미포함","SSD : 512GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"삼성전자 spin NT740U5L-Y74S","삼성전자 spin NT740U5L-Y74S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10139000508&cat_id=50000151&frm=NVSHCHK&query=","1,248,320","1,840,000","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X5M-K58","삼성전자 노트북9 metal NT900X5M-K58","http://shopping.naver.com/detail/detail.nhn?nv_mid=10305304102&cat_id=50000151&frm=NVSHCHK&query=","1,420,360","1,909,040","38.1","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"엘지전자 올데이 그램 15ZD970-GX5SK","엘지전자 올데이 그램 15ZD970-GX5SK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10841882858&cat_id=50000151&frm=NVSHCHK&query=","1,379,000","null","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"HP ENVY 13-D121TU","HP ENVY 13-D121TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=9531255549&cat_id=50000151&frm=NVSHCHK&query=","938,000","1,441,520","13.3","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 3200x1800","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"에이수스 X540LA-DM417","에이수스 X540LA-DM417","http://shopping.naver.com/detail/detail.nhn?nv_mid=10062666355&cat_id=50000151&frm=NVSHCHK&query=","455,450","539,000","39.62","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15Z960-GA5BK","엘지전자 그램 PC 15Z960-GA5BK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10034384284&cat_id=50000151&frm=NVSHCHK&query=","1,484,500","1,754,520","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"기가바이트 P55K V5 7S11VFLD","기가바이트 P55K V5 7S11VFLD","http://shopping.naver.com/detail/detail.nhn?nv_mid=9338079954&cat_id=50000151&frm=NVSHCHK&query=","1,385,600","1,490,000","15.6","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 14U360-EU10K","엘지전자 울트라 PC 14U360-EU10K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9184248358&cat_id=50000151&frm=NVSHCHK&query=","535,700","684,060","35.56","인텔","펜티엄","CPU : N3700","운영체제 : 윈도우10","SSD : 32GB","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"에이수스 GL502VY-FI106T","에이수스 GL502VY-FI106T","http://shopping.naver.com/detail/detail.nhn?nv_mid=9907320520&cat_id=50000151&frm=NVSHCHK&query=","2,499,000","2,990,180","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 32GB","해상도 : 3840x2160","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북2 NT270E5Q-KD1S","삼성전자 노트북2 NT270E5Q-KD1S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9047350875&cat_id=50000151&frm=NVSHCHK&query=","359,000","700,000","39.62","인텔","셀러론","CPU : 3215U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.7GHz","메모리 타입 : LPDDR3"
"애플 맥북프로 MLH12KH/A","애플 맥북프로 MLH12KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=10578924164&cat_id=50000151&frm=NVSHCHK&query=","2,022,780","2,390,000","33.78","인텔","코어 i5","null","운영체제 : MAC OS","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.9GHz","메모리 타입 : LPDDR3"
